geocode,geography,year,topic,category,count
N09000006,Fermanagh and Omagh,2021,central_heating,other,17473
N09000006,Fermanagh and Omagh,2011,central_heating,other,13289
N09000007,Lisburn and Castlereagh,2021,central_heating,other,17473
N09000007,Lisburn and Castlereagh,2011,central_heating,other,8296
N09000008,Mid and East Antrim,2021,central_heating,other,17473
N09000008,Mid and East Antrim,2011,central_heating,other,11402
N09000009,Mid Ulster,2021,central_heating,other,17473
N09000009,Mid Ulster,2011,central_heating,other,13972
N09000010,"Newry, Mourne and Down",2021,central_heating,other,17473
N09000010,"Newry, Mourne and Down",2011,central_heating,other,15781
N09000011,Ards and North Down,2021,central_heating,other,17473
N09000011,Ards and North Down,2011,central_heating,other,10038
N92000002,Northern Ireland,2021,central_heating,other,192203
N92000002,Northern Ireland,2011,central_heating,other,141284
N09000001,Antrim and Newtownabbey,2011,cob,england,5387
N09000001,Antrim and Newtownabbey,2021,cob,england,5690
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,england,6125
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,england,7003
N09000003,Belfast,2011,cob,england,10042
N09000003,Belfast,2021,cob,england,12170
N09000004,Causeway Coast and Glens,2011,cob,england,5314
N09000004,Causeway Coast and Glens,2021,cob,england,5991
N09000005,Derry City and Strabane,2011,cob,england,4748
N09000005,Derry City and Strabane,2021,cob,england,5226
N09000006,Fermanagh and Omagh,2011,cob,england,4389
N09000006,Fermanagh and Omagh,2021,cob,england,5183
N09000007,Lisburn and Castlereagh,2011,cob,england,5816
N09000007,Lisburn and Castlereagh,2021,cob,england,6482
N09000008,Mid and East Antrim,2011,cob,england,4672
N09000008,Mid and East Antrim,2021,cob,england,5300
N09000009,Mid Ulster,2011,cob,england,3278
N09000009,Mid Ulster,2021,cob,england,3695
N09000010,"Newry, Mourne and Down",2011,cob,england,6507
N09000010,"Newry, Mourne and Down",2021,cob,england,6821
N09000011,Ards and North Down,2011,cob,england,8439
N09000011,Ards and North Down,2021,cob,england,9379
N92000002,Northern Ireland,2011,cob,england,64717
N92000002,Northern Ireland,2021,cob,england,72940
N09000001,Antrim and Newtownabbey,2011,cob,northern_ireland,124343
N09000001,Antrim and Newtownabbey,2021,cob,northern_ireland,128626
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,northern_ireland,177634
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,northern_ireland,186924
N09000003,Belfast,2011,cob,northern_ireland,294751
N09000003,Belfast,2021,cob,northern_ireland,289630
N09000004,Causeway Coast and Glens,2011,cob,northern_ireland,127650
N09000004,Causeway Coast and Glens,2021,cob,northern_ireland,127171
N09000005,Derry City and Strabane,2011,cob,northern_ireland,131025
N09000005,Derry City and Strabane,2021,cob,northern_ireland,133068
N09000006,Fermanagh and Omagh,2011,cob,northern_ireland,98051
N09000006,Fermanagh and Omagh,2021,cob,northern_ireland,99086
N09000007,Lisburn and Castlereagh,2011,cob,northern_ireland,119628
N09000007,Lisburn and Castlereagh,2021,cob,northern_ireland,129673
N09000008,Mid and East Antrim,2011,cob,northern_ireland,122993
N09000008,Mid and East Antrim,2021,cob,northern_ireland,122795
N09000009,Mid Ulster,2011,cob,northern_ireland,123212
N09000009,Mid Ulster,2021,cob,northern_ireland,129409
N09000010,"Newry, Mourne and Down",2011,cob,northern_ireland,151058
N09000010,"Newry, Mourne and Down",2021,cob,northern_ireland,157780
N09000011,Ards and North Down,2011,cob,northern_ireland,138508
N09000011,Ards and North Down,2021,cob,northern_ireland,142114
N92000002,Northern Ireland,2011,cob,northern_ireland,1608853
N92000002,Northern Ireland,2021,cob,northern_ireland,1646276
N09000001,Antrim and Newtownabbey,2011,cob,other_cob,5940
N09000001,Antrim and Newtownabbey,2021,cob,other_cob,8360
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,other_cob,10846
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,other_cob,18836
N09000003,Belfast,2011,cob,other_cob,19949
N09000003,Belfast,2021,cob,other_cob,33947
N09000004,Causeway Coast and Glens,2011,cob,other_cob,4115
N09000004,Causeway Coast and Glens,2021,cob,other_cob,4864
N09000005,Derry City and Strabane,2011,cob,other_cob,3782
N09000005,Derry City and Strabane,2021,cob,other_cob,4414
N09000006,Fermanagh and Omagh,2011,cob,other_cob,4549
N09000006,Fermanagh and Omagh,2021,cob,other_cob,6035
N09000007,Lisburn and Castlereagh,2011,cob,other_cob,5786
N09000007,Lisburn and Castlereagh,2021,cob,other_cob,8927
N09000008,Mid and East Antrim,2011,cob,other_cob,4824
N09000008,Mid and East Antrim,2021,cob,other_cob,7985
N09000009,Mid Ulster,2011,cob,other_cob,9075
N09000009,Mid Ulster,2021,cob,other_cob,13849
N09000010,"Newry, Mourne and Down",2011,cob,other_cob,7246
N09000010,"Newry, Mourne and Down",2021,cob,other_cob,9641
N09000011,Ards and North Down,2011,cob,other_cob,5341
N09000011,Ards and North Down,2021,cob,other_cob,7425
N92000002,Northern Ireland,2011,cob,other_cob,81453
N92000002,Northern Ireland,2021,cob,other_cob,124283
N09000001,Antrim and Newtownabbey,2011,cob,republic_of_ireland,1479
N09000001,Antrim and Newtownabbey,2021,cob,republic_of_ireland,1417
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,republic_of_ireland,3507
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,republic_of_ireland,4142
N09000003,Belfast,2011,cob,republic_of_ireland,6130
N09000003,Belfast,2021,cob,republic_of_ireland,6421
N09000004,Causeway Coast and Glens,2011,cob,republic_of_ireland,2056
N09000004,Causeway Coast and Glens,2021,cob,republic_of_ireland,1931
N09000005,Derry City and Strabane,2011,cob,republic_of_ireland,6626
N09000005,Derry City and Strabane,2021,cob,republic_of_ireland,6402
N09000006,Fermanagh and Omagh,2011,cob,republic_of_ireland,5311
N09000006,Fermanagh and Omagh,2021,cob,republic_of_ireland,5676
N09000007,Lisburn and Castlereagh,2011,cob,republic_of_ireland,1944
N09000007,Lisburn and Castlereagh,2021,cob,republic_of_ireland,2295
N09000008,Mid and East Antrim,2011,cob,republic_of_ireland,1090
N09000008,Mid and East Antrim,2021,cob,republic_of_ireland,1058
N09000009,Mid Ulster,2011,cob,republic_of_ireland,2250
N09000009,Mid Ulster,2021,cob,republic_of_ireland,2524
N09000010,"Newry, Mourne and Down",2011,cob,republic_of_ireland,5469
N09000010,"Newry, Mourne and Down",2021,cob,republic_of_ireland,6451
N09000011,Ards and North Down,2011,cob,republic_of_ireland,1971
N09000011,Ards and North Down,2021,cob,republic_of_ireland,2040
N92000002,Northern Ireland,2011,cob,republic_of_ireland,37833
N92000002,Northern Ireland,2021,cob,republic_of_ireland,40357
N09000001,Antrim and Newtownabbey,2011,cob,scotland,1186
N09000001,Antrim and Newtownabbey,2021,cob,scotland,1343
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,scotland,1312
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,scotland,1419
N09000003,Belfast,2011,cob,scotland,2578
N09000003,Belfast,2021,cob,scotland,2777
N09000004,Causeway Coast and Glens,2011,cob,scotland,1500
N09000004,Causeway Coast and Glens,2021,cob,scotland,1556
N09000005,Derry City and Strabane,2011,cob,scotland,1407
N09000005,Derry City and Strabane,2021,cob,scotland,1496
N09000006,Fermanagh and Omagh,2011,cob,scotland,759
N09000006,Fermanagh and Omagh,2021,cob,scotland,686
N09000007,Lisburn and Castlereagh,2011,cob,scotland,1391
N09000007,Lisburn and Castlereagh,2021,cob,scotland,1451
N09000008,Mid and East Antrim,2011,cob,scotland,1570
N09000008,Mid and East Antrim,2021,cob,scotland,1641
N09000009,Mid Ulster,2011,cob,scotland,677
N09000009,Mid Ulster,2021,cob,scotland,688
N09000010,"Newry, Mourne and Down",2011,cob,scotland,1033
N09000010,"Newry, Mourne and Down",2021,cob,scotland,1149
N09000011,Ards and North Down,2011,cob,scotland,2042
N09000011,Ards and North Down,2021,cob,scotland,2315
N92000002,Northern Ireland,2011,cob,scotland,15455
N92000002,Northern Ireland,2021,cob,scotland,16521
N09000001,Antrim and Newtownabbey,2011,cob,wales,232
N09000001,Antrim and Newtownabbey,2021,cob,wales,226
N09000002,"Armagh City, Banbridge and Craigavon",2011,cob,wales,269
N09000002,"Armagh City, Banbridge and Craigavon",2021,cob,wales,332
N09000003,Belfast,2011,cob,wales,421
N09000003,Belfast,2021,cob,wales,471
N09000004,Causeway Coast and Glens,2011,cob,wales,242
N09000004,Causeway Coast and Glens,2021,cob,wales,234
N09000005,Derry City and Strabane,2011,cob,wales,132
N09000005,Derry City and Strabane,2021,cob,wales,149
N09000006,Fermanagh and Omagh,2011,cob,wales,102
N09000006,Fermanagh and Omagh,2021,cob,wales,146
N09000007,Lisburn and Castlereagh,2011,cob,wales,276
N09000007,Lisburn and Castlereagh,2021,cob,wales,281
N09000008,Mid and East Antrim,2011,cob,wales,189
N09000008,Mid and East Antrim,2021,cob,wales,215
N09000009,Mid Ulster,2011,cob,wales,98
N09000009,Mid Ulster,2021,cob,wales,124
N09000010,"Newry, Mourne and Down",2011,cob,wales,220
N09000010,"Newry, Mourne and Down",2021,cob,wales,232
N09000011,Ards and North Down,2011,cob,wales,371
N09000011,Ards and North Down,2021,cob,wales,386
N92000002,Northern Ireland,2011,cob,wales,2552
N92000002,Northern Ireland,2021,cob,wales,2796
N09000001,Antrim and Newtownabbey,2011,ethnic,other_ethnic,2932
N09000001,Antrim and Newtownabbey,2021,ethnic,other_ethnic,4784
N09000002,"Armagh City, Banbridge and Craigavon",2011,ethnic,other_ethnic,2916
N09000002,"Armagh City, Banbridge and Craigavon",2021,ethnic,other_ethnic,7229
N09000003,Belfast,2011,ethnic,other_ethnic,11058
N09000003,Belfast,2021,ethnic,other_ethnic,24366
N09000004,Causeway Coast and Glens,2011,ethnic,other_ethnic,1455
N09000004,Causeway Coast and Glens,2021,ethnic,other_ethnic,2050
N09000005,Derry City and Strabane,2011,ethnic,other_ethnic,2174
N09000005,Derry City and Strabane,2021,ethnic,other_ethnic,3408
N09000006,Fermanagh and Omagh,2011,ethnic,other_ethnic,1069
N09000006,Fermanagh and Omagh,2021,ethnic,other_ethnic,2001
N09000007,Lisburn and Castlereagh,2011,ethnic,other_ethnic,3218
N09000007,Lisburn and Castlereagh,2021,ethnic,other_ethnic,5866
N09000008,Mid and East Antrim,2011,ethnic,other_ethnic,1390
N09000008,Mid and East Antrim,2021,ethnic,other_ethnic,3090
N09000009,Mid Ulster,2011,ethnic,other_ethnic,2105
N09000009,Mid Ulster,2021,ethnic,other_ethnic,5998
N09000010,"Newry, Mourne and Down",2011,ethnic,other_ethnic,1790
N09000010,"Newry, Mourne and Down",2021,ethnic,other_ethnic,3044
N09000011,Ards and North Down,2011,ethnic,other_ethnic,2307
N09000011,Ards and North Down,2021,ethnic,other_ethnic,3768
N92000002,Northern Ireland,2011,ethnic,other_ethnic,32414
N92000002,Northern Ireland,2021,ethnic,other_ethnic,65604
N09000001,Antrim and Newtownabbey,2011,ethnic,white,135635
N09000001,Antrim and Newtownabbey,2021,ethnic,white,140880
N09000002,"Armagh City, Banbridge and Craigavon",2011,ethnic,white,196777
N09000002,"Armagh City, Banbridge and Craigavon",2021,ethnic,white,211429
N09000003,Belfast,2011,ethnic,white,322813
N09000003,Belfast,2021,ethnic,white,321053
N09000004,Causeway Coast and Glens,2011,ethnic,white,139422
N09000004,Causeway Coast and Glens,2021,ethnic,white,139696
N09000005,Derry City and Strabane,2011,ethnic,white,145546
N09000005,Derry City and Strabane,2021,ethnic,white,147349
N09000006,Fermanagh and Omagh,2011,ethnic,white,112092
N09000006,Fermanagh and Omagh,2021,ethnic,white,114810
N09000007,Lisburn and Castlereagh,2011,ethnic,white,131623
N09000007,Lisburn and Castlereagh,2021,ethnic,white,143240
N09000008,Mid and East Antrim,2011,ethnic,white,133948
N09000008,Mid and East Antrim,2021,ethnic,white,135902
N09000009,Mid Ulster,2011,ethnic,white,136485
N09000009,Mid Ulster,2021,ethnic,white,144294
N09000010,"Newry, Mourne and Down",2011,ethnic,white,169743
N09000010,"Newry, Mourne and Down",2021,ethnic,white,179030
N09000011,Ards and North Down,2011,ethnic,white,154365
N09000011,Ards and North Down,2021,ethnic,white,159892
N92000002,Northern Ireland,2011,ethnic,white,1778449
N92000002,Northern Ireland,2021,ethnic,white,1837575
N09000001,Antrim and Newtownabbey,2021,general_health,bad,34603
N09000001,Antrim and Newtownabbey,2011,general_health,bad,5344
N09000002,"Armagh City, Banbridge and Craigavon",2021,general_health,bad,34603
N09000002,"Armagh City, Banbridge and Craigavon",2011,general_health,bad,8483
N09000003,Belfast,2021,general_health,bad,34603
N09000003,Belfast,2011,general_health,bad,20402
N09000004,Causeway Coast and Glens,2021,general_health,bad,34603
N09000004,Causeway Coast and Glens,2011,general_health,bad,5608
N09000005,Derry City and Strabane,2021,general_health,bad,34603
N09000005,Derry City and Strabane,2011,general_health,bad,8081
N09000006,Fermanagh and Omagh,2021,general_health,bad,34603
N09000006,Fermanagh and Omagh,2011,general_health,bad,4413
N09000007,Lisburn and Castlereagh,2021,general_health,bad,34603
N09000007,Lisburn and Castlereagh,2011,general_health,bad,4766
N09000008,Mid and East Antrim,2021,general_health,bad,34603
N09000008,Mid and East Antrim,2011,general_health,bad,5160
N09000009,Mid Ulster,2021,general_health,bad,34603
N09000009,Mid Ulster,2011,general_health,bad,5505
N09000010,"Newry, Mourne and Down",2021,general_health,bad,34603
N09000010,"Newry, Mourne and Down",2011,general_health,bad,6929
N09000011,Ards and North Down,2021,general_health,bad,34603
N09000011,Ards and North Down,2011,general_health,bad,5851
N92000002,Northern Ireland,2021,general_health,bad,380633
N92000002,Northern Ireland,2011,general_health,bad,80542
N09000001,Antrim and Newtownabbey,2021,general_health,fair,34603
N09000001,Antrim and Newtownabbey,2011,general_health,fair,19435
N09000002,"Armagh City, Banbridge and Craigavon",2021,general_health,fair,34603
N09000002,"Armagh City, Banbridge and Craigavon",2011,general_health,fair,29072
N09000003,Belfast,2021,general_health,fair,34603
N09000003,Belfast,2011,general_health,fair,53075
N09000004,Causeway Coast and Glens,2021,general_health,fair,34603
N09000004,Causeway Coast and Glens,2011,general_health,fair,21166
N09000005,Derry City and Strabane,2021,general_health,fair,34603
N09000005,Derry City and Strabane,2011,general_health,fair,23432
N09000006,Fermanagh and Omagh,2021,general_health,fair,34603
N09000006,Fermanagh and Omagh,2011,general_health,fair,17150
N09000007,Lisburn and Castlereagh,2021,general_health,fair,34603
N09000007,Lisburn and Castlereagh,2011,general_health,fair,18146
N09000008,Mid and East Antrim,2021,general_health,fair,34603
N09000008,Mid and East Antrim,2011,general_health,fair,20492
N09000009,Mid Ulster,2021,general_health,fair,34603
N09000009,Mid Ulster,2011,general_health,fair,20115
N09000010,"Newry, Mourne and Down",2021,general_health,fair,34603
N09000010,"Newry, Mourne and Down",2011,general_health,fair,23830
N09000011,Ards and North Down,2021,general_health,fair,34603
N09000011,Ards and North Down,2011,general_health,fair,23019
N92000002,Northern Ireland,2021,general_health,fair,380633
N92000002,Northern Ireland,2011,general_health,fair,268932
N09000001,Antrim and Newtownabbey,2021,general_health,good,34603
N09000001,Antrim and Newtownabbey,2011,general_health,good,45859
N09000002,"Armagh City, Banbridge and Craigavon",2021,general_health,good,34603
N09000002,"Armagh City, Banbridge and Craigavon",2011,general_health,good,62856
N09000003,Belfast,2021,general_health,good,34603
N09000003,Belfast,2011,general_health,good,101702
N09000004,Causeway Coast and Glens,2021,general_health,good,34603
N09000004,Causeway Coast and Glens,2011,general_health,good,46837
N09000005,Derry City and Strabane,2021,general_health,good,34603
N09000005,Derry City and Strabane,2011,general_health,good,43732
N09000006,Fermanagh and Omagh,2021,general_health,good,34603
N09000006,Fermanagh and Omagh,2011,general_health,good,35030
N09000007,Lisburn and Castlereagh,2021,general_health,good,34603
N09000007,Lisburn and Castlereagh,2011,general_health,good,43570
N09000008,Mid and East Antrim,2021,general_health,good,34603
N09000008,Mid and East Antrim,2011,general_health,good,46183
N09000009,Mid Ulster,2021,general_health,good,34603
N09000009,Mid Ulster,2011,general_health,good,43607
N09000010,"Newry, Mourne and Down",2021,general_health,good,34603
N09000010,"Newry, Mourne and Down",2011,general_health,good,52596
N09000011,Ards and North Down,2021,general_health,good,34603
N09000011,Ards and North Down,2011,general_health,good,53644
N92000002,Northern Ireland,2021,general_health,good,380633
N92000002,Northern Ireland,2011,general_health,good,575616
N09000001,Antrim and Newtownabbey,2021,general_health,very_bad,34603
N09000001,Antrim and Newtownabbey,2011,general_health,very_bad,1427
N09000002,"Armagh City, Banbridge and Craigavon",2021,general_health,very_bad,34603
N09000002,"Armagh City, Banbridge and Craigavon",2011,general_health,very_bad,2129
